url,locs
"https://github.com/julia-catalano/stoop.git",13129
"https://github.com/julian-wyatt/trailers-central.git",18454
"https://github.com/jumbocode/jeanne-geiger.git",23352
"https://github.com/junolab/atom-ink.git",6038
"https://github.com/justincotton/playoffs-or-bust.git",15043
"https://github.com/jyon124/scrapbook_frontend.git",89192
"https://github.com/kach92/ga-classroom.git",15529
"https://github.com/kaizhu256/node-sqljs-lite.git",9024
"https://github.com/kakao/daumeditor.git",66973
"https://github.com/kalaxxy/shop.git",24354
"https://github.com/kamil333/develiper.git",37476
"https://github.com/kareema591/release-based-workflow.git",774
"https://github.com/karenguyen94/whats-new.git",15829
"https://github.com/karlfunhouse/overlook.git",41039
"https://github.com/karlfunhouse/whats-new.git",15825
"https://github.com/katedee/c19-one-page.git",135352
"https://github.com/katiewright26/wes-bos-advanced-react.git",63382
"https://github.com/kaviyasugumar/kavi1914.git",5990
"https://github.com/kellolo/js-gb-second-18.09.git",153427
"https://github.com/kem247/the-shopping-cart.git",11960
"https://github.com/kennethz374/midtermproject.git",15490
"https://github.com/kevacoin-project/kevacoin_bitcore.git",320894
"https://github.com/kevinolsson/barebones-netlify-cms-react-starter.git",8193
"https://github.com/generalistcodes/gatsby-starter-netlify-cms.git",2008
"https://github.com/kimhd95/chatbot-web-server.git",30970
"https://github.com/kinla/sanity-company-demo.git",37645
"https://github.com/kinvey/kinvey-cli.git",33025
"https://github.com/kkl1210/music-admin-frontend.git",1842
"https://github.com/kloutse42n/angular-pickadate.git",84179
"https://github.com/kodiri/flat-pack-forum.git",15935
"https://github.com/kodular/ai-unchive.git",246005
"https://github.com/kominoshja/fosscomm-2019-webxr.git",22785
"https://github.com/koniarek/gatsby-starter-gcn.git",23822
"https://github.com/koresamuel/daily-algorithms.git",10429
"https://github.com/krisswiltshire30/syne.git",18065
"https://github.com/krnsk0/krnsk0.dev.git",18327
"https://github.com/kudaykiran/echoo.git",22023
"https://github.com/kumajogo/1-4_presents.git",23431
"https://github.com/kumarabhirup/p5js_multiplayer_koji_scaffold.git",8646
"https://github.com/kuna/iidxranktable.git",20057
"https://github.com/kunoichiz/magnezone.git",48318
"https://github.com/kveitch/fitlit.git",95447
"https://github.com/labs13-sauti-studio/sauti-studio-fe-v2.git",17979
"https://github.com/labs13-sauti-studio/sauti-studio-fe.git",15130
"https://github.com/bloominstituteoftechnology/node-auth1-guided.git",6522
"https://github.com/lamberta/devkit-doc.git",5539
"https://github.com/lamvu1/sribbble-clone-app.git",7807
"https://github.com/lancehamilton24/bewell-in-school.git",17203
"https://github.com/lanrll/1000.git",250939
"https://github.com/lastcanal/tvr.git",5856
"https://github.com/privacyconcerns/timeline.git",12757
"https://github.com/lca-activitybrowser/activity-browser.git",107580
"https://github.com/learn-co-students/crud-lab-chicago-web-career-040119.git",36408
"https://github.com/learn-co-students/fewpjs-sending-data-with-fetch-london-web-030920.git",4127
